,Peak (full simulation)
292,97.12690925657785
293,73.06971321976076
294,66.99202496420396
295,62.43392285119861
296,65.34296938247219
297,82.84095013954875
298,79.2558066346399
299,91.18669830485275
300,65.4734101503573
301,64.93588964110222
302,66.06925106933616
303,65.28139350481625
304,62.10634054228196
305,80.14674471367798
306,92.09597250500401
307,66.47735902267931
308,79.7461223434121
309,64.08772904480833
310,75.4378551859415
311,63.45735900868055
312,86.42579369225524
313,82.59866100817933
314,77.29091357169416
315,66.58534432573325
316,76.98311482515443
317,64.27036100526932
318,80.6877620881653
319,77.35296654423705
320,68.30546859434666
321,76.78838504035065
322,71.88318815344725
323,70.09516603417215
324,68.57453712786706
325,73.60411899170157
326,63.93211036116809
327,63.97093480106451
328,67.28898871596995
329,87.92862014661232
330,74.156995783715
331,77.3791727527119
332,61.26246893266075
333,69.00501583180218
334,71.68632388697151
335,56.4269678446129
336,67.5060409973199
337,76.57191391471629
338,84.33882048991474
339,58.15037039307815
340,77.166186273936
341,75.00493863681668
342,62.62141423457402
343,90.40436621027634
344,79.7769449153918
345,79.74263819236029
346,80.78525697312514
347,70.10060245005218
348,64.31304072472437
349,81.13238464353705
350,71.63445439749384
351,90.59880229994343
352,88.39610940867526
353,71.67109828359104
354,81.72609524606862
355,70.42522414526971
356,73.48381225258053
357,73.16024407104774
358,66.98296058717196
359,71.79031175109182
360,76.55231002978725
361,63.613847361811494
362,71.90997871314202
363,80.57913927916175
364,79.28783116251574
365,87.26387153486537
366,65.3093421273571
367,68.88825947468365
368,73.44770626332361
369,78.09244649896341
370,72.01988460809802
371,78.27976679017114
372,71.46016645982075
373,65.331080188969
374,74.26212950856348
375,70.33239683729578
376,89.85370345535253
377,73.19179066988248
378,72.92405002205344
379,59.267256525516245
380,74.01082609669629
381,64.01727685375167
382,74.25214812196857
383,62.735199024889226
384,75.55307786566618
385,80.27874477537286
386,79.23198524919178
387,64.17948564395054
388,72.94632090375897
389,74.92857435936665
390,79.0586774766413
391,75.15884687553131
392,81.40526845905906
393,78.9404226228022
394,69.14615310454536
395,73.99863707856122
396,79.99494060126665
397,75.34584224199679
398,91.72527573593526
399,76.89153485203651
400,76.75077006946037
401,70.90669530250221
402,67.03399515572127
403,84.57051728560673
404,68.58205510246475
405,67.1790220568008
406,100.08931438023257
407,83.44021754081346
408,65.72625801660917
409,80.0120209991122
410,69.99937688128445
411,76.79845211888966
412,72.68836024173719
413,78.83774853811487
414,108.40240945408884
415,66.09401825957855
416,67.7365382841681
417,69.49040356152413
418,86.6119448630381
419,70.07662443110256
420,71.14731402109345
421,66.93118711454163
422,86.917430654319
423,79.30094747828608
424,68.63852872879822
425,71.58757415806153
426,82.9157594207408
427,81.92931106309406
428,73.10711081246166
429,70.32523715790894
430,75.60885977961696
431,77.21807288674543
432,85.53334791117031
433,80.46363891864505
434,76.70216787443833
435,81.9526413063494
436,68.18865061434198
437,91.07497156613654
438,73.02579149559885
439,73.98458638184165
440,95.90873381201769
441,80.9765172295642
442,66.36087569464001
443,76.35822307767583
444,63.49506069407412
445,66.58985016381392
446,71.69020503630237
447,74.36166396424997
448,84.42089992082298
449,66.80181316427701
450,75.55324726450837
451,60.955250728083165
452,78.5107575812451
453,81.77939024702464
454,63.92728392767053
455,55.77948748922262
456,90.71517409882999
457,74.06313487195163
458,80.33135129769897
459,70.96577765195269
460,70.08492083095645
461,85.14900777113778
462,73.2454015754538
463,81.8823747128132
464,66.75281853090216
465,65.26113022388651
466,62.870559080459344
467,69.19445324675148
468,65.88577042285749
469,74.8138062092324
470,73.07573189791506
471,84.74885935571
472,64.20558454825537
473,69.04847617286802
474,70.20077809248902
475,69.60218261872151
476,66.75670836912447
477,85.85117186895779
478,66.16910318468263
479,78.759422489451
480,82.89214419337121
481,72.87853456611406
482,70.19389855633834
483,73.43609674558176
484,78.98403070405104
485,72.3317777527462
486,70.6580365617558
487,65.00643761148405
488,79.33776534417076
489,60.678717732650725
490,70.06895492760498
491,73.87663725095068
492,71.37363330573741
493,78.69474565301464
494,67.66868242352878
495,63.51505142903558
496,70.77897999775304
497,95.69246220230809
498,69.15937413931802
499,77.62625873402187
500,66.28177007909916
501,68.96667911407725
502,70.07818213922427
503,55.73894137273893
504,65.61686778335056
505,72.85481462257926
506,89.18459609662325
507,73.2683987830205
508,76.2435929746198
509,82.21382809842004
510,73.73993272520129
511,66.11218928001938
512,66.48111035250747
513,58.74580322003607
514,69.24561428294092
515,63.80314120844751
516,71.7713906868328
517,80.43656582305351
518,82.93336910507293
519,91.4604901481458
520,71.15404625987638
521,113.34600478257151
522,81.21672936142534
523,86.41848404920825
524,88.16867492052262
525,73.44098407294263
526,72.66761485128853
527,92.07934996723867
528,82.83173944865288
529,65.59147388286746
530,64.50041374809227
531,87.59165736296195
532,83.79623389547906
533,79.9186330578657
534,66.11271191070756
535,64.75159167406198
536,63.17495444635203
537,88.62848728679784
538,62.09928359001194
539,76.34626948588489
540,71.8855233121493
541,70.86374147828677
542,72.81743575106836
543,93.20958244556928
544,75.28502197221236
545,63.90479028556996
546,80.19018136738232
547,79.20346260121961
548,68.00912420162976
549,91.61918982102424
550,72.51869931658987
551,83.71788345305094
552,69.14459753045065
553,67.9592481144141
554,65.30490035012855
555,77.59501629453653
556,75.47623752646554
557,63.35201725948378
558,70.63145249935344
559,63.75028609747564
560,73.64265683006025
561,66.66904833978502
562,84.20921884399438
563,61.62801477231138
564,90.77533463608914
565,72.57834104282648
566,71.36860341306301
567,81.11298375364422
568,64.79976133843134
569,67.31632136631066
570,67.42380696191374
571,65.48740080564112
572,72.42867098130188
573,62.6415361448791
574,71.6791394877974
575,69.240968620253
576,72.84271713659156
577,68.37334218782388
578,80.76123652336537
579,80.82351473008653
580,64.57262582175706
581,68.37671269164484
582,76.83906043900451
583,78.25753398276741
584,61.34120439548978
585,69.83718929766063
586,83.28669347622825
587,61.56850992050929
588,84.35871582537513
589,72.41223470683754
590,66.93695997417878
591,83.7313353615946
592,72.71938484445711
593,76.93057989843854
594,74.47107299488978
595,82.73703166619406
596,69.37476191908421
597,93.28864307651806
598,89.03334821801116
599,68.37952148932864
600,78.17946573096023
601,87.39522911059272
602,81.97768256029258
603,71.03434213890621
604,73.32203640896219
605,73.6644734372224
606,74.00513330452573
607,73.64775761446961
608,85.93319953914154
609,64.38241374973937
610,86.37982354075328
611,64.90669759413382
612,65.29354537368957
613,68.3480571127695
614,62.096740409991604
615,62.97867219856381
616,80.12124803152471
617,68.44352039623443
618,84.92009814953678
619,68.30873100294781
620,68.31751349857372
621,68.73320905908038
622,68.02316578571914
623,65.60239981640068
624,66.18588767560117
625,65.7964869664935
626,86.62765337059284
627,74.03200137047948
628,81.0860101197302
629,79.96344244510448
630,72.22706499170496
631,88.32526042014405
632,82.50743049770892
633,66.3793598656962
634,74.83019666837464
635,78.92576673105391
636,83.93775678167327
637,71.34781124359219
638,69.37228527046828
639,84.63729735473419
640,89.65196694655135
641,71.31661942514141
642,85.08003367581082
643,76.29516817304264
644,74.22606650291931
645,67.70446112732483
646,70.73251356491149
647,70.17602440608839
648,70.58094745220755
649,75.32701332235388
650,57.630984969258556
651,88.18146875393214
652,82.88485652492946
653,83.600506010475
654,83.79315268405796
655,66.26579417398023
656,76.62711599509207
657,65.65624919781078
658,70.67362531220866
659,81.70445948466079
660,73.04519016654535
661,61.402562989536435
662,70.03585854461545
663,69.67224985717728
664,68.44074016114344
665,67.86914153675914
666,76.32387557277013
667,72.79253647463024
668,67.8628826435621
669,76.46280359399528
670,64.32813190914567
671,72.86268371534021
672,94.78769466127372
673,65.32595663790019
674,63.57469696749778
675,80.19495160314374
676,66.45208088987609
677,68.26929944937606
678,76.39192699431321
679,67.02694685037125
680,67.1729810618538
681,67.07719353236405
682,65.19842208466913
683,70.33660871093399
684,66.98572338952124
685,76.07960542142698
686,66.22853807459593
687,60.52278833714905
688,76.14347458867111
689,85.77381504374944
690,93.36521944595819
691,75.15699010688158
692,68.01868461323886
693,75.12188287603658
694,64.39564572319992
695,70.19439034550874
696,67.54281755988701
697,77.04916202394315
698,66.64901990233447
699,73.77492131822473
700,67.99129188002989
701,74.51496757221064
702,78.04255331389736
703,61.47540569925277
704,72.66043806136646
705,70.1946648736993
706,101.87017213285331
707,77.22099989561666
708,90.96644891519739
709,77.56261573436959
710,84.54982023585032
711,62.02408531090405
712,102.46135569209515
713,88.9896783385367
714,75.27501053453913
715,69.18937329948909
716,58.6113671078563
717,61.89420038735058
718,76.81208431197994
719,74.54741159888736
720,69.22479250586649
721,65.38654271516769
722,69.12108295475714
723,68.9625087805877
724,71.65274857927093
725,80.0012960987919
726,77.56872659699236
727,71.74750732682277
728,68.74724625702744
729,64.48960714536828
730,77.01156347252291
731,67.89534793901771
732,67.77634367320677
733,67.01401961588434
734,80.44616686058028
735,73.30342325092131
736,69.44493572617131
737,71.74697237395819
738,67.82290673628334
739,78.06358164166781
740,61.831234033601405
741,62.71305884243571
742,79.12046134697871
743,65.07843031399297
744,74.12600186803427
745,71.86122777423786
746,73.53945050342955
747,72.94968768514589
748,87.77935582899825
749,80.96620283521521
750,86.76370088149845
751,79.37923496681023
752,73.47185615870502
753,102.13270681391522
754,67.28930055348539
755,73.64904352718145
756,94.06643039768568
757,80.49622909402532
758,70.61073736406081
759,70.74468819443696
760,61.73497441228542
761,84.78038185491418
762,66.3368706669913
763,82.48118024856822
764,74.2336249015186
765,88.2693442832349
766,63.47315823389849
767,74.8996586773581
768,81.97179947666687
769,62.72912614705413
770,60.519356976595205
771,106.14741977318324
772,79.16017191329642
773,80.55745040816959
774,73.17075959844841
775,61.433816925798695
776,63.193958807241
777,79.76887834141166
778,85.38171919709326
779,71.27681403788235
780,73.85894840022075
781,64.54933162360365
782,74.8313718930228
783,73.62819034505047
784,65.05220010030035
785,77.47717205234353
786,71.92173529129974
787,70.73690429786777
788,61.51355200236944
789,77.22559672274133
790,89.11620757511365
791,73.53388628808656
792,76.63866254783248
793,70.76162223518743
794,80.98898468213676
795,66.23310848557121
796,81.26629932308602
797,65.55463747694407
798,69.4115829410226
799,64.82498214658938
800,65.07725920382038
801,71.89997007327881
802,83.84468398204093
803,79.48438909644705
804,70.2965677012959
805,63.0433455821575
806,72.89105578477624
807,72.50767559782898
808,66.68078756132854
809,76.16386336686776
810,85.27011077706625
811,80.19528672737117
812,78.68146460225256
813,68.84892290898465
814,73.2338920057657
815,73.19656671325838
816,69.20830269973371
817,84.49100502431462
818,75.66824132950181
819,67.96977100489804
820,72.69495633749811
821,77.55458550869918
822,80.43278101933629
823,72.38040308914675
824,77.7194758599771
825,74.0257384656971
826,66.32636582207303
827,85.07966386630733
828,74.32655964918105
829,82.86191791354744
830,81.55454519491458
831,95.22009451862996
832,73.00139885078812
833,82.00390366680125
834,64.4407559903512
835,79.58634694987198
836,77.15211546192506
837,84.98141862011599
838,68.91193447570222
839,70.78950374973482
840,62.5005340185843
841,70.27299243568116
842,83.43771588644086
843,66.5827517233407
844,67.19534462903191
845,71.82924902452828
846,75.75489731274094
847,78.24241676718027
848,63.75061274700789
849,69.62875314695988
850,68.06900889440197
851,88.36680780173774
852,86.21965209377865
853,81.44228000424404
854,63.19014121156925
855,85.45177855362716
856,71.14051297245733
857,72.31651878216712
858,76.54114353134271
859,89.69688662522789
860,69.22648529981463
861,75.86139534810371
862,69.01255481745011
863,73.44007180215961
864,104.28711995062254
865,66.14283542642583
866,73.87901309239247
867,65.04019574897258
868,81.62132545795869
869,68.09026212457393
870,72.20922669618903
871,74.06317938743317
872,61.756181995696394
873,73.42769833779057
874,95.00479063695356
875,62.998365853460555
876,73.13625151470045
877,63.529217691133034
878,64.22924727603677
879,70.74689655808073
880,98.31351619562216
881,81.83303464106122
882,72.25517483261125
883,69.6972327061256
884,86.94058458158486
885,76.78413868067169
886,73.88849583802296
887,70.05848927454699
888,79.2337368771773
889,62.948941766577306
890,66.21085880033097
891,67.15577934994609
892,72.21602668634213
893,83.57514173099077
894,80.07321825701459
895,68.79780683435906
896,75.09461823930374
897,68.83712611703515
898,71.83227704545453
899,80.87684731530021
900,65.54403859448546
901,73.6598323201532
902,77.55210610732273
903,69.04114431231636
904,75.48893156541398
905,78.35702509720235
906,69.57208489278017
907,83.73647171120636
908,76.02955988605092
909,62.2480639205643
910,79.17554508849699
911,73.19487802341955
912,62.441661778898506
913,69.0218149662284
914,81.63155256476867
915,84.27122074889013
916,70.26118543742994
917,70.92517789788894
918,74.93595808080576
919,77.71190512505815
920,80.94552574769162
921,78.6338611494939
922,61.48315386961231
923,71.9854055549248
924,73.09605063453766
925,79.47675688052925
926,81.58591234152571
927,68.45652712691889
928,75.94629569143014
929,75.20253137420602
930,73.28659732820638
931,68.18735966905716
932,92.5386005064586
933,80.30662069193961
934,77.33038625268746
935,76.48861488929948
936,68.76101096171047
937,74.22100109404084
938,79.5077179449749
939,75.34330955636995
940,62.517695462833515
941,79.7693624876106
942,78.11575172087107
943,78.0713033783726
944,74.92588621900934
945,73.17224371684915
946,74.72416589129661
947,64.17258743474116
948,78.82353429831471
949,66.89843300847853
950,76.89778299818288
951,63.114886443329524
952,82.06978891470058
953,68.56674559221008
954,66.60393307689213
955,67.32220176668359
956,67.27085712371404
957,72.82564022788415
958,69.34229624583769
959,70.7549548043577
960,92.8999307664696
961,85.459696822167
962,72.87434054423689
963,87.79849783648186
964,73.14823993098666
965,70.6781930460259
966,70.71320041610599
967,83.14473840181826
968,82.81367703026133
969,82.98071601226006
970,66.69185108209838
971,75.3867021819266
972,77.44155846642995
973,79.97934426057603
974,83.45406103570969
975,86.75999202774086
976,69.41091975368495
977,72.02502797381746
978,78.94337130608479
979,66.63276568070864
980,66.15557726013458
981,77.65125976360235
982,66.20638340344864
983,69.63283780757314
984,66.12523698295755
985,64.7816190618345
986,68.7781016037459
987,77.55130617805335
988,76.67025961707056
989,64.95181455941332
990,67.0521306713119
991,65.64046910898833
992,73.96619567956078
993,67.34275539448109
994,68.48595478465609
995,77.53820026928669
996,66.93431628141185
997,71.35499000905344
998,85.95547516476456
999,71.5581804709076
1000,77.54148604520222
1001,68.76300162244044
1002,74.63713920973716
1003,74.18987512713595
1004,61.00606579241662
1005,67.2458492305638
1006,61.00920052103618
1007,71.29072052629567
1008,70.28491212277433
1009,68.70013323339563
1010,84.57702832519257
1011,76.01492191189126
1012,75.20645093097998
1013,73.01178794005253
1014,83.63771241449174
1015,62.651198341969774
1016,82.35771540334792
1017,72.04010384523724
1018,87.2782979953899
1019,69.61706668618429
1020,70.41319269422536
1021,66.73785963772362
1022,68.81922870190857
1023,77.12549679105848
1024,69.97480360727326
1025,76.56767926898576
1026,82.06233386075117
1027,67.77982613736086
1028,80.36378266948319
1029,81.38102065324186
1030,78.17163885480385
1031,78.50116609468988
1032,63.85326008841473
1033,62.44872805173119
1034,66.50439431035653
1035,68.99516785526725
1036,68.65725594149706
1037,62.68651844155081
1038,78.21441114025882
1039,64.68348658892528
1040,86.25026830568258
1041,61.61441514309592
1042,65.0658141839667
1043,73.93817599120193
1044,67.42117910189026
1045,77.36917918562972
1046,76.81888774329951
1047,71.5762639649482
1048,79.60206892373009
1049,57.433864876604076
1050,98.93827055601062
1051,69.65953852214669
1052,78.74295638965765
1053,63.91158943929958
1054,74.14047276820003
1055,88.24422911493868
1056,77.65510254560958
1057,85.07899378117223
1058,70.5851592787611
1059,69.19097327517188
1060,64.4010309186319
1061,66.52469867423646
1062,73.76658993192564
1063,70.54551321105778
1064,60.59820459810118
1065,71.04997426904939
1066,70.89824911330352
1067,61.82300511771932
1068,66.74980732423363
1069,68.23847386012395
1070,74.25958554393145
1071,89.94569352226644
1072,83.49889822801354
1073,64.75970936654373
1074,68.06810503219708
1075,80.10756766871849
1076,63.733792584726416
1077,73.72513996545095
1078,77.4655841016887
1079,77.67079437453177
1080,65.83028292331149
1081,82.76243255996526
1082,69.8721178788284
1083,77.56300179298455
1084,86.12994921587243
1085,88.41968341052821
1086,61.91929819487219
1087,61.25626641148745
1088,76.60009668921712
1089,77.0273228894872
1090,67.17112770948599
1091,71.62223519264955
1092,79.55589837934565
1093,97.41022350040093
1094,67.9579610122237
1095,123.84924634518161
1096,68.0691733675677
1097,71.39056062810037
1098,83.42083436102469
1099,71.97142019953853
1100,70.02048037815027
1101,63.28944077264372
1102,68.34890462396665
1103,69.60600713830178
1104,72.61323974646211
1105,68.4516917136893
1106,66.50660422166567
1107,71.27932968288941
1108,84.76589769055275
1109,68.7879453424106
1110,77.20712923052429
1111,64.36373630503397
1112,69.42452795138594
1113,83.52195186432971
1114,72.54369366382241
1115,63.098479516847746
1116,83.21048373932959
1117,67.46625468761404
1118,71.64890659730995
1119,84.32974718053455
1120,65.15418204059775
1121,78.42131012113455
1122,75.77818403573005
1123,79.88538526569667
1124,71.77878271262256
1125,70.38664402476647
1126,62.88483705040441
1127,79.31144953146953
1128,60.71656230334211
1129,93.26879982831869
1130,63.19909742071461
1131,76.69038437247968
1132,69.83755194877621
1133,77.47643759655422
1134,96.13529214425978
1135,70.21103521097227
1136,60.232526643812484
1137,75.35304818761624
1138,75.16054280112434
1139,76.64214619268147
1140,71.94734757023839
1141,77.01385678592045
1142,87.2603721648276
1143,73.44755733561917
1144,71.20557083194544
1145,90.87985069562507
1146,77.65200851041286
1147,73.5989839464656
1148,72.9036680536046
1149,72.33436312362382
1150,72.57511785579703
1151,67.73974006802263
1152,73.68462606773012
1153,76.41548796198852
1154,67.00157889040085
1155,66.51833988943461
1156,64.68460245001387
1157,78.28503811974285
1158,71.59715257800403
1159,86.8925491879722
1160,75.49920944696323
1161,87.73173247856123
1162,65.37290758694299
1163,72.19271496122622
1164,74.29423061918858
1165,63.67651616177041
1166,78.38272170782031
1167,74.82859393232059
1168,81.31179215576172
1169,88.13654007907974
1170,65.78707947504145
1171,80.01561086669412
1172,68.49030936518018
1173,68.63565639378179
1174,72.75717391355562
1175,67.48943257847048
1176,79.83002017972447
1177,78.67800847316381
1178,73.63687703306213
1179,78.24971320313523
1180,70.18633394169697
1181,96.93726520270476
1182,87.51027037044386
1183,75.65321523020452
1184,67.48679590885506
1185,71.68513110545601
1186,68.67765123627295
1187,98.14798465579665
1188,76.32771059013662
1189,73.71848556409442
1190,73.97890403751384
1191,73.98498658381008
1192,65.02837168136817
1193,73.27540285850148
1194,78.8238597545442
1195,74.07436596386812
1196,69.71169827038419
1197,94.50233381531348
1198,73.12134794365709
1199,84.99090654642464
1200,64.13523458083542
1201,81.93086608323871
1202,90.74095603526534
1203,96.70175627703298
1204,73.52610484123771
1205,68.40256054286036
1206,74.65733728596695
1207,74.93317035195983
1208,81.05153881180034
1209,72.48456185931879
1210,83.00912812696475
1211,70.88680676493175
1212,69.77646466556097
1213,80.32912094297842
1214,67.41222816223397
1215,70.21555445530079
1216,69.04657219042356
1217,69.47107403742976
1218,61.8131168400806
1219,68.42789594201668
1220,75.23962187323966
1221,73.42194138391659
1222,71.92386236714664
1223,84.83663861817735
1224,72.30730415777467
1225,69.1639442411814
1226,78.21731818392173
1227,74.57157423328492
1228,74.1810829302363
1229,76.89492454544958
1230,80.49651390414813
1231,80.49824630192087
1232,65.51724468433193
1233,63.15027009971051
1234,104.61501857914986
1235,68.07391458161962
1236,81.97762768046029
1237,68.56379938802802
1238,73.2039663496466
1239,79.09760057486537
1240,69.57211553278418
1241,80.36336751322787
1242,98.43695795019518
1243,71.28178127092615
1244,71.44425649356995
1245,78.40074327214806
1246,77.60556829374808
1247,81.58394812190949
1248,75.48967681757807
1249,74.24977291877558
1250,69.81697014474443
1251,63.43406950543833
1252,71.82472984164453
1253,54.3321257465673
1254,69.87957937262611
1255,72.36853881987996
1256,63.00015918665695
1257,70.58406878426716
1258,70.2369994241841
1259,81.13573605585312
1260,74.61080714333927
1261,81.04070732211494
1262,81.71959922210081
1263,68.4789018345049
1264,62.48177410262433
1265,84.69223627485734
1266,60.79146447371435
1267,67.99690232313539
1268,68.1685578843201
1269,77.58720719435695
1270,64.52926942301539
1271,69.96356894248261
1272,87.12158619882138
1273,64.08610849506348
1274,66.8573870821008
1275,73.90427441737657
1276,81.55319466683406
1277,63.677890606649974
1278,73.17080081439374
1279,104.11762960134253
1280,56.4188567634776
1281,78.89558988225504
1282,76.12710494475704
1283,93.1985209900241
1284,72.02783330836702
1285,75.88122814776618
1286,68.76095852181142
1287,73.69973161545099
1288,84.04569226215015
1289,66.00065554710038
1290,76.00193769960876
1291,76.89075848426522
1292,75.56679471839988
1293,73.36993886798989
1294,80.18305868603402
1295,65.87857713475823
1296,69.58973891748063
1297,73.4786262285397
1298,68.15175604957086
1299,69.56875267890783
1300,70.68431294964265
1301,74.53722718220658
1302,77.75727909652342
1303,82.7871354277546
1304,84.80348934745128
1305,102.58136237853424
1306,92.06211459335556
1307,66.96366113936797
1308,70.01493745498946
1309,68.0863889498323
1310,78.20199590553032
1311,68.90296825174477
1312,63.90485798194048
1313,86.08742906242195
1314,77.79509460868424
1315,81.12815988717867
1316,76.25847830377849
1317,76.77349153017096
1318,71.28725947323947
1319,84.49234818175938
1320,100.11873874053383
1321,84.21136673768173
1322,80.3388796684865
1323,70.35001265120032
1324,61.97606505512718
1325,71.54176078013548
1326,79.89954484211283
1327,70.03982337346267
1328,70.49553190658479
1329,82.32549693291804
1330,82.61262207109714
1331,68.69689319837663
1332,76.66347079055296
1333,72.86087677842086
1334,68.98821436392869
1335,80.92742003832225
1336,93.83687772351232
1337,87.15442094673512
1338,62.77865870637843
1339,77.04185458195734
1340,76.02985630902914
1341,73.74397764147386
1342,92.82617939429826
1343,81.38335728790534
1344,79.78831549557015
1345,68.72511644672397
1346,73.22444139301354
1347,80.5605525672294
1348,74.08159774280523
1349,66.5180590651996
1350,66.30905995914179
1351,79.41349737037898
1352,77.06539376138218
1353,75.25161145405625
1354,62.73563037359042
1355,69.34992616931976
1356,84.40311484130011
1357,84.33287378524491
1358,67.59269544300865
1359,79.94184295698689
1360,74.02552297326032
1361,69.45908152351211
1362,64.3928086787816
