,PeakTime
144,102.23915310341286
145,107.07288206371554
146,0.0
147,0.0
148,0.0
149,107.52160862319536
150,0.0
151,0.0
152,95.85595643114382
153,0.0
154,0.0
155,108.49807093693659
156,0.0
157,0.0
158,0.0
159,0.0
160,119.54072896860201
161,0.0
162,0.0
163,0.0
164,0.0
165,110.14668039671102
166,110.29906651035105
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,109.64147839561541
174,0.0
175,111.87517243058136
176,98.34636084680693
177,0.0
178,105.92240366722044
179,112.13288649326603
180,0.0
181,106.78327644160963
182,105.69683903190095
183,0.0
184,107.40950120732451
185,0.0
186,111.1875731507929
187,122.33072641274816
188,114.86966137791754
189,0.0
190,106.77097600758498
191,0.0
192,0.0
193,103.98973985651558
194,112.5061080459224
195,0.0
196,0.0
197,0.0
198,0.0
199,107.21526300176912
200,110.79934212416715
201,108.48061982315387
202,0.0
203,101.12167067859149
204,114.00703928848796
205,110.21403750318723
206,0.0
207,114.27678537480388
208,105.32949215117175
209,0.0
210,123.77034416743751
211,0.0
212,110.51155688385616
213,108.302662084473
214,121.86827997967445
215,0.0
216,0.0
217,0.0
218,108.23457179240212
219,0.0
220,123.35577832229332
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,100.23610141553942
227,0.0
228,111.89746468252862
229,0.0
230,103.46976057489863
231,104.91611197121311
232,0.0
233,99.89605692878031
234,100.28272839072902
235,0.0
236,103.14430395469411
237,0.0
238,109.1209234552143
239,107.88562681517445
240,0.0
241,0.0
242,116.25196817133241
243,113.0402091628234
244,110.24958960174358
245,0.0
246,0.0
247,0.0
248,0.0
249,112.36690151952389
250,103.21658960617467
251,0.0
252,0.0
253,109.66776983651143
254,0.0
255,0.0
256,108.2381173133884
257,109.45518679445267
258,114.53754619783729
259,116.41075259723156
260,0.0
261,105.22903812925055
262,114.36171371654417
263,102.42983710869684
264,0.0
265,0.0
266,110.20436783539222
267,119.73201158398163
268,109.32526126897754
269,0.0
270,100.3483264696438
271,109.55740346245824
272,120.26933865221639
273,101.80296984487768
274,109.37572754793317
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,116.07289905544526
282,0.0
283,105.40674213666205
284,0.0
285,103.46020131318754
286,110.40545511330927
287,0.0
288,101.94650702260623
289,118.33592395058636
290,0.0
291,0.0
292,0.0
293,0.0
294,117.60670548838236
295,103.338578428592
296,109.78066545298266
297,106.69636749083793
298,94.04456560657006
299,0.0
300,112.28850547953813
301,107.41860786306918
302,0.0
303,0.0
304,99.59374670242855
305,103.88468600704678
306,0.0
307,105.93392467368835
308,0.0
309,104.43328312544344
310,0.0
311,103.57247443776814
312,108.1860634056238
313,0.0
314,105.2734516936455
315,113.28732414971452
316,0.0
317,0.0
318,98.70787342569346
319,0.0
320,0.0
321,0.0
322,124.33353636047237
323,123.17297430226407
324,107.12219679687757
325,112.10531888119077
326,0.0
327,109.25890612530759
328,109.21903680149804
329,110.14934749284573
330,100.35210948727027
331,112.7696212804247
332,116.21589373275935
333,114.2111184177531
334,0.0
335,109.7573356048857
336,122.81051447685861
337,0.0
338,0.0
339,0.0
340,105.58643521295919
341,109.8757529473705
342,110.51575527582447
343,103.12805182100512
344,0.0
345,110.58965347426705
346,105.50739011674011
347,0.0
348,118.43226074786706
349,0.0
350,0.0
351,105.40421856644507
352,0.0
353,105.90813272320838
354,107.38036387864885
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,108.93343065242556
361,0.0
362,109.05520919783058
363,108.02756477411074
364,107.56551890480081
365,0.0
366,0.0
367,0.0
368,116.49515665211567
369,0.0
370,112.73734986745896
371,0.0
372,0.0
373,0.0
374,100.75951149032853
375,99.85966755863153
376,0.0
377,0.0
378,0.0
379,0.0
380,101.39077207987172
381,0.0
382,111.9763449240071
383,0.0
384,105.86579045972562
385,0.0
386,109.84425814469712
387,0.0
388,107.31983532840025
389,109.64617004522243
390,0.0
391,0.0
392,0.0
393,0.0
394,102.54015279829885
395,0.0
396,0.0
397,0.0
398,0.0
399,105.99260557140754
400,0.0
401,118.27443739966651
402,118.83318058825299
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,112.61642477281086
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,104.37503004594656
418,105.2245654929833
419,112.69578803321585
420,114.69044319818997
421,0.0
422,105.23568798446854
423,112.06409699219215
424,107.0219310222334
425,0.0
426,111.98489252277605
427,0.0
428,105.69144051885615
429,104.81427516096859
430,102.21479170738442
431,0.0
432,0.0
433,113.20101134689207
434,99.62281409837568
435,110.379579781285
436,125.61852057020073
437,101.37824481396478
438,106.45913203572071
439,124.90540930553227
440,0.0
441,0.0
442,108.0995437588348
443,0.0
444,0.0
445,115.8110145591025
446,120.0074828041019
447,0.0
448,121.22465822430006
449,106.84184924128675
450,118.30661616197344
451,0.0
452,119.98820485631151
453,114.21245456772066
454,0.0
455,0.0
456,115.98454223959058
457,0.0
458,115.92982113883458
459,115.35869077751869
460,102.36016125385679
461,121.44307283480697
462,0.0
463,0.0
464,113.24700802040203
465,0.0
466,107.30932887902853
467,118.06958323974388
468,0.0
469,0.0
470,104.68680318196986
471,111.60389617805444
472,0.0
473,0.0
474,97.3492710104533
475,101.48704280870919
476,0.0
477,109.78124022936392
478,0.0
479,108.2674861676512
480,108.27986298828645
481,108.03585802141544
482,100.17526455506699
483,0.0
484,0.0
485,0.0
486,0.0
487,126.74923461267247
488,104.55302150157449
489,0.0
490,120.56677060576969
491,0.0
492,113.69191478608518
493,0.0
494,0.0
495,99.48868908052647
496,116.03278439793114
497,0.0
498,0.0
499,0.0
500,101.67347734934744
501,0.0
502,0.0
503,107.23051244917528
504,100.35043823757063
505,106.13738129340923
506,102.24926768233205
507,111.21195167156712
508,0.0
509,0.0
510,101.73670053672757
511,108.6041022748761
512,102.80694045146068
513,127.1829260937011
514,111.26065968627447
515,116.53186641924835
516,117.92549728648301
517,0.0
518,0.0
519,129.38200213464978
520,121.55497660373139
521,0.0
522,101.8928131239204
523,147.517108963743
524,130.02216090895078
525,127.89809500450477
526,122.11101091983876
527,111.82059524039376
528,0.0
529,122.62454862739432
530,119.64086010932157
531,114.12650954065307
532,0.0
533,0.0
534,0.0
535,128.5771899616541
536,0.0
537,99.776002043783
538,102.26230311766209
539,0.0
540,109.61655494823297
541,114.1836902381635
542,0.0
543,104.91668418976485
544,105.61056656405442
545,0.0
546,0.0
547,0.0
548,114.02054294336442
549,0.0
550,0.0
551,115.85969620417467
552,0.0
553,0.0
554,0.0
555,120.27005496049051
556,102.64920168311008
557,0.0
558,0.0
559,102.47303229423142
560,0.0
561,0.0
562,0.0
563,0.0
564,0.0
565,0.0
566,0.0
567,0.0
568,0.0
569,106.62519574189572
570,0.0
571,0.0
572,0.0
573,102.24437030773544
574,108.07779005306988
575,104.32417806264172
576,0.0
577,0.0
578,0.0
579,0.0
580,104.6668665230052
581,0.0
582,107.04002032445784
583,101.46152209615555
584,109.17513567894288
585,0.0
586,106.58934286276795
587,0.0
588,0.0
589,109.87352183647616
590,110.03188328520949
591,103.87481029342297
592,112.39023167352283
593,0.0
594,0.0
595,112.16126542819492
596,0.0
597,135.3863079802765
598,0.0
599,0.0
600,109.2186892345481
601,0.0
602,113.92458518483271
603,110.1338444762845
604,122.90797379177465
605,125.03247817876377
606,0.0
607,102.94026483278975
608,0.0
609,0.0
610,0.0
611,100.94076425720212
612,117.16863537595208
613,0.0
614,113.54946161683014
615,0.0
616,104.46121970420789
617,98.29642318595651
618,115.85641629126944
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,119.77462028070039
626,0.0
627,105.75605739892445
628,0.0
629,123.34678628832818
630,104.15934845161533
631,0.0
632,0.0
633,0.0
634,102.30483485891607
635,152.14233489051315
636,0.0
637,96.01343047425001
638,0.0
639,0.0
640,97.19708673657007
641,118.4144898281579
642,0.0
643,105.63470849908397
644,0.0
645,119.8543938663044
646,120.85043104452328
647,111.07254536616188
648,118.07290185883706
649,0.0
650,123.44497994750499
651,0.0
652,0.0
653,99.14700054487695
654,0.0
655,109.62860713712455
656,108.74925081134832
657,113.44465887931334
658,0.0
659,0.0
660,0.0
661,99.6394913006461
662,102.43849606756847
663,0.0
664,114.24342229894474
665,101.5292180041115
666,0.0
667,109.39237004349229
668,0.0
669,104.94204204252256
670,0.0
671,115.17962529888872
672,0.0
673,0.0
674,99.16447095791104
675,0.0
676,102.82078307669084
677,99.90796371732249
678,0.0
679,120.46624537022056
680,115.93211345662421
681,119.82597829217401
682,107.70455359059612
683,0.0
684,0.0
685,0.0
686,117.15692798174666
687,102.76538559479508
688,0.0
689,118.33072647536977
690,115.13890383225413
691,106.99781777991373
692,104.81229286116357
693,0.0
694,0.0
695,0.0
696,107.77100084385063
697,101.6474699031153
698,0.0
699,108.8020536757934
700,0.0
701,0.0
702,97.6940148075656
703,114.014216596849
704,99.33250959061706
705,0.0
706,0.0
707,123.54451425074699
708,0.0
709,0.0
710,0.0
711,113.90584105643205
712,100.44011938913329
713,0.0
714,109.21047224071002
715,122.87140189654563
716,0.0
717,0.0
718,107.41163722910275
719,0.0
720,120.31303474587304
721,0.0
722,112.72933257700629
723,113.8270506814041
724,105.56807324858373
725,104.16433680104099
726,99.55162395974486
727,100.93986972791873
728,0.0
729,101.46343506972057
730,0.0
731,0.0
732,116.8545123901559
733,0.0
734,0.0
735,103.05326114908092
736,0.0
737,112.67836046187107
738,105.8236185138043
739,0.0
740,115.81267013295101
741,109.58786004694959
742,102.42146806271911
743,103.16372606423359
744,0.0
745,105.55379004597546
746,108.20340004222017
747,0.0
748,0.0
749,106.19016053597232
750,105.87542765012692
751,0.0
752,102.035151533021
753,0.0
754,120.18833061082793
755,102.86998564386975
756,0.0
757,0.0
758,106.83695699020814
759,0.0
760,114.87208504642024
761,0.0
762,106.28581040254424
763,0.0
764,121.18784449054387
765,0.0
766,0.0
767,153.4939667843362
768,103.77796912094743
769,0.0
770,103.10483805279524
771,0.0
772,0.0
773,0.0
774,106.7847705678508
775,0.0
776,0.0
777,107.81468029065074
778,107.12300235174884
779,0.0
780,0.0
781,109.89464282772452
782,0.0
783,131.0759926975484
784,0.0
785,0.0
786,112.61638006360441
787,0.0
788,101.77457300481333
789,105.99193182997074
790,114.43626987243277
791,127.84328706561335
792,113.39179189612088
793,0.0
794,137.3439235409219
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,105.31297992168146
801,0.0
802,0.0
803,110.42700270067415
804,0.0
805,0.0
806,0.0
807,0.0
808,0.0
809,106.10527824909221
810,115.19558519331093
811,121.8148471063211
812,123.66186831933375
813,122.94229880681765
814,103.3610884976789
815,0.0
816,105.45733256908754
817,107.31986923946533
818,0.0
819,110.9147164261357
820,112.86645537237827
821,115.60331174204046
822,129.1090575856612
823,138.2563215087545
824,0.0
825,102.69111983477167
826,0.0
827,107.81634763640572
828,0.0
829,0.0
830,99.5867156234211
831,131.1771839371508
832,118.38264820611055
833,106.59613091433069
834,0.0
835,112.95232954694342
836,0.0
837,0.0
838,103.73887202273241
839,0.0
840,98.81817374630661
841,104.43047726704918
842,111.88553767490984
843,105.34399570356058
844,0.0
845,0.0
846,111.73176444073296
847,98.70087589240957
848,0.0
849,104.31395790150002
850,106.19206566693435
851,102.80480956136508
852,107.03416438975445
853,0.0
854,104.65259504951312
855,103.75100208518103
856,0.0
857,0.0
858,104.96073846138476
859,110.28200205414831
860,0.0
861,0.0
862,0.0
863,113.06305423682896
864,0.0
865,114.86347665009222
866,0.0
867,0.0
868,0.0
869,127.98205633805102
870,0.0
871,0.0
872,112.27325694919926
873,115.76787853949995
874,98.37154055871896
875,0.0
876,114.43148045784756
877,121.88193168932317
878,0.0
879,0.0
880,114.60089764447929
881,0.0
882,117.59502739339412
883,110.95128068457508
884,0.0
885,101.06220893136516
886,101.16804109243962
887,0.0
888,116.45220292167544
889,0.0
890,105.24154296224337
891,0.0
892,0.0
893,128.9337850664471
894,0.0
895,131.6239625047129
896,0.0
897,100.62697576003845
898,0.0
899,0.0
900,116.28174306281488
901,0.0
902,0.0
903,0.0
904,110.8057367635014
905,122.7991007464034
906,0.0
907,153.03481096269095
908,119.7582506279932
909,110.19552909636586
910,107.0483040371773
911,108.35795187512021
912,0.0
913,0.0
914,115.19366603587328
915,102.21121795162796
916,0.0
917,0.0
918,0.0
919,0.0
920,96.07713579775151
921,105.80249736535968
922,108.56851976975024
923,0.0
924,101.99857253961389
925,127.89187764606669
926,0.0
927,104.52960296582404
928,0.0
929,111.86271300497273
930,113.92185172197665
931,0.0
932,120.95991022855834
933,125.77289407783817
934,0.0
935,114.58135014463504
936,129.9079754859945
937,0.0
938,108.26304436544675
939,0.0
940,0.0
941,120.60260874092593
942,112.83907763305015
943,0.0
944,114.9734852901834
945,131.26589222876956
946,107.16533170220688
947,120.66305118800857
948,103.17856408870473
949,103.97524810697531
950,0.0
951,0.0
952,0.0
953,116.43680285153386
954,98.56115520177191
955,0.0
956,109.5906965045398
957,119.29789541069198
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,101.26444732085855
964,121.46845568460229
965,0.0
966,0.0
967,109.91967155444358
968,106.25827385315024
969,110.99464516981452
970,0.0
971,0.0
972,106.58325162625961
973,115.78042584026576
974,108.88813722195762
975,113.05463247597993
976,101.49497133136276
977,0.0
978,98.89753110901115
979,104.18650331015222
980,0.0
981,0.0
982,122.12296339085711
983,103.69461319260674
984,105.90156681471898
985,113.01166308863698
986,0.0
987,103.29526236411058
988,109.38040012718204
989,100.50581675312831
990,120.81001205198183
991,105.72775270810993
992,0.0
993,106.80861207214876
994,122.20445249261846
995,0.0
996,0.0
997,105.20378164703412
998,106.80552570465562
999,103.05076305112532
